Condition,RedToyReward,YellowToyReward,LearnC,LearnR,DiscoverC,DiscoverR,ExploreProb,Decision
3: Diff. C,93,93,0,0,1,1,0.3,YellowToy
3: Diff. C,93,93,1,1,0,0,0.3,RedToy
3: Diff. C,93,93,1,1,1,1,0.3,YellowToy
3: Diff. C,93,93,1,0,1,0,0.3,YellowToy
3: Diff. C,93,93,0,1,0,1,0.3,Either
4: RvC,1,93,0,0,1,1,0.3,RedToy
4: RvC,1,93,1,1,0,0,0.3,YellowToy
4: RvC,1,93,1,1,1,1,0.3,YellowToy
4: RvC,1,93,1,0,1,0,0.3,YellowToy
4: RvC,1,93,0,1,0,1,0.3,YellowToy
1: R&C,93,1,0,0,1,1,0.5,YellowToy
1: R&C,93,1,1,1,0,0,0.5,RedToy
1: R&C,93,1,1,1,1,1,0.5,RedToy
1: R&C,93,1,1,0,1,0,0.5,YellowToy
1: R&C,93,1,0,1,0,1,0.5,RedToy
2: Diff. R,1,93,0,0,1,1,0.5,RedToy
2: Diff. R,1,93,1,1,0,0,0.5,YellowToy
2: Diff. R,1,93,1,1,1,1,0.5,YellowToy
2: Diff. R,1,93,1,0,1,0,0.5,Either
2: Diff. R,1,93,0,1,0,1,0.5,YellowToy
3: Diff. C,93,93,0,0,1,1,0.5,YellowToy
3: Diff. C,93,93,1,1,0,0,0.5,RedToy
3: Diff. C,93,93,1,1,1,1,0.5,YellowToy
3: Diff. C,93,93,1,0,1,0,0.5,YellowToy
3: Diff. C,93,93,0,1,0,1,0.5,Either
4: RvC,1,93,0,0,1,1,0.5,RedToy
4: RvC,1,93,1,1,0,0,0.5,YellowToy
4: RvC,1,93,1,1,1,1,0.5,YellowToy
4: RvC,1,93,1,0,1,0,0.5,YellowToy
4: RvC,1,93,0,1,0,1,0.5,YellowToy
1: R&C,93,1,0,0,1,1,0.7,YellowToy
1: R&C,93,1,1,1,0,0,0.7,RedToy
1: R&C,93,1,1,1,1,1,0.7,RedToy
1: R&C,93,1,1,0,1,0,0.7,YellowToy
1: R&C,93,1,0,1,0,1,0.7,RedToy
2: Diff. R,1,93,0,0,1,1,0.7,RedToy
2: Diff. R,1,93,1,1,0,0,0.7,YellowToy
2: Diff. R,1,93,1,1,1,1,0.7,YellowToy
2: Diff. R,1,93,1,0,1,0,0.7,Either
2: Diff. R,1,93,0,1,0,1,0.7,YellowToy
3: Diff. C,93,93,0,0,1,1,0.7,YellowToy
3: Diff. C,93,93,1,1,0,0,0.7,RedToy
3: Diff. C,93,93,1,1,1,1,0.7,YellowToy
3: Diff. C,93,93,1,0,1,0,0.7,YellowToy
3: Diff. C,93,93,0,1,0,1,0.7,Either
4: RvC,1,93,0,0,1,1,0.7,RedToy
4: RvC,1,93,1,1,0,0,0.7,YellowToy
4: RvC,1,93,1,1,1,1,0.7,YellowToy
4: RvC,1,93,1,0,1,0,0.7,YellowToy
4: RvC,1,93,0,1,0,1,0.7,YellowToy
1: R&C,93,1,0,0,1,1,0.99,YellowToy
1: R&C,93,1,1,1,0,0,0.99,RedToy
1: R&C,93,1,1,1,1,1,0.99,YellowToy
1: R&C,93,1,1,0,1,0,0.99,YellowToy
1: R&C,93,1,0,1,0,1,0.99,RedToy
2: Diff. R,1,93,0,0,1,1,0.99,RedToy
2: Diff. R,1,93,1,1,0,0,0.99,YellowToy
2: Diff. R,1,93,1,1,1,1,0.99,YellowToy
2: Diff. R,1,93,1,0,1,0,0.99,Either
2: Diff. R,1,93,0,1,0,1,0.99,YellowToy
3: Diff. C,93,93,0,0,1,1,0.99,YellowToy
3: Diff. C,93,93,1,1,0,0,0.99,RedToy
3: Diff. C,93,93,1,1,1,1,0.99,YellowToy
3: Diff. C,93,93,1,0,1,0,0.99,YellowToy
3: Diff. C,93,93,0,1,0,1,0.99,Either
4: RvC,1,93,0,0,1,1,0.99,RedToy
4: RvC,1,93,1,1,0,0,0.99,YellowToy
4: RvC,1,93,1,1,1,1,0.99,YellowToy
4: RvC,1,93,1,0,1,0,0.99,YellowToy
4: RvC,1,93,0,1,0,1,0.99,YellowToy
1: R&C,95,1,0,0,1,1,0.3,YellowToy
1: R&C,95,1,1,1,0,0,0.3,RedToy
1: R&C,95,1,1,1,1,1,0.3,RedToy
1: R&C,95,1,1,0,1,0,0.3,YellowToy
1: R&C,95,1,0,1,0,1,0.3,RedToy
2: Diff. R,1,95,0,0,1,1,0.3,RedToy
2: Diff. R,1,95,1,1,0,0,0.3,YellowToy
2: Diff. R,1,95,1,1,1,1,0.3,YellowToy
2: Diff. R,1,95,1,0,1,0,0.3,Either
2: Diff. R,1,95,0,1,0,1,0.3,YellowToy
3: Diff. C,95,95,0,0,1,1,0.3,YellowToy
3: Diff. C,95,95,1,1,0,0,0.3,RedToy
3: Diff. C,95,95,1,1,1,1,0.3,YellowToy
3: Diff. C,95,95,1,0,1,0,0.3,YellowToy
3: Diff. C,95,95,0,1,0,1,0.3,Either
4: RvC,1,95,0,0,1,1,0.3,RedToy
4: RvC,1,95,1,1,0,0,0.3,YellowToy
4: RvC,1,95,1,1,1,1,0.3,YellowToy
4: RvC,1,95,1,0,1,0,0.3,YellowToy
4: RvC,1,95,0,1,0,1,0.3,YellowToy
1: R&C,95,1,0,0,1,1,0.5,YellowToy
1: R&C,95,1,1,1,0,0,0.5,RedToy
1: R&C,95,1,1,1,1,1,0.5,RedToy
1: R&C,95,1,1,0,1,0,0.5,YellowToy
1: R&C,95,1,0,1,0,1,0.5,RedToy
2: Diff. R,1,95,0,0,1,1,0.5,RedToy
2: Diff. R,1,95,1,1,0,0,0.5,YellowToy
2: Diff. R,1,95,1,1,1,1,0.5,YellowToy
2: Diff. R,1,95,1,0,1,0,0.5,Either
2: Diff. R,1,95,0,1,0,1,0.5,YellowToy
3: Diff. C,95,95,0,0,1,1,0.5,YellowToy
3: Diff. C,95,95,1,1,0,0,0.5,RedToy
3: Diff. C,95,95,1,1,1,1,0.5,YellowToy
3: Diff. C,95,95,1,0,1,0,0.5,YellowToy
3: Diff. C,95,95,0,1,0,1,0.5,Either
4: RvC,1,95,0,0,1,1,0.5,RedToy
4: RvC,1,95,1,1,0,0,0.5,YellowToy
4: RvC,1,95,1,1,1,1,0.5,YellowToy
4: RvC,1,95,1,0,1,0,0.5,YellowToy
4: RvC,1,95,0,1,0,1,0.5,YellowToy
1: R&C,95,1,0,0,1,1,0.7,YellowToy
1: R&C,95,1,1,1,0,0,0.7,RedToy
1: R&C,95,1,1,1,1,1,0.7,RedToy
1: R&C,95,1,1,0,1,0,0.7,YellowToy
1: R&C,95,1,0,1,0,1,0.7,RedToy
2: Diff. R,1,95,0,0,1,1,0.7,RedToy
2: Diff. R,1,95,1,1,0,0,0.7,YellowToy
2: Diff. R,1,95,1,1,1,1,0.7,YellowToy
2: Diff. R,1,95,1,0,1,0,0.7,Either
2: Diff. R,1,95,0,1,0,1,0.7,YellowToy
3: Diff. C,95,95,0,0,1,1,0.7,YellowToy
3: Diff. C,95,95,1,1,0,0,0.7,RedToy
3: Diff. C,95,95,1,1,1,1,0.7,YellowToy
3: Diff. C,95,95,1,0,1,0,0.7,YellowToy
3: Diff. C,95,95,0,1,0,1,0.7,Either
4: RvC,1,95,0,0,1,1,0.7,RedToy
4: RvC,1,95,1,1,0,0,0.7,YellowToy
4: RvC,1,95,1,1,1,1,0.7,YellowToy
4: RvC,1,95,1,0,1,0,0.7,YellowToy
4: RvC,1,95,0,1,0,1,0.7,YellowToy
1: R&C,95,1,0,0,1,1,0.99,YellowToy
1: R&C,95,1,1,1,0,0,0.99,RedToy
1: R&C,95,1,1,1,1,1,0.99,YellowToy
1: R&C,95,1,1,0,1,0,0.99,YellowToy
1: R&C,95,1,0,1,0,1,0.99,RedToy
2: Diff. R,1,95,0,0,1,1,0.99,RedToy
2: Diff. R,1,95,1,1,0,0,0.99,YellowToy
2: Diff. R,1,95,1,1,1,1,0.99,YellowToy
2: Diff. R,1,95,1,0,1,0,0.99,Either
2: Diff. R,1,95,0,1,0,1,0.99,YellowToy
3: Diff. C,95,95,0,0,1,1,0.99,YellowToy
3: Diff. C,95,95,1,1,0,0,0.99,RedToy
3: Diff. C,95,95,1,1,1,1,0.99,YellowToy
3: Diff. C,95,95,1,0,1,0,0.99,YellowToy
3: Diff. C,95,95,0,1,0,1,0.99,Either
4: RvC,1,95,0,0,1,1,0.99,RedToy
4: RvC,1,95,1,1,0,0,0.99,YellowToy
4: RvC,1,95,1,1,1,1,0.99,YellowToy
4: RvC,1,95,1,0,1,0,0.99,YellowToy
4: RvC,1,95,0,1,0,1,0.99,YellowToy
1: R&C,97,1,0,0,1,1,0.3,YellowToy
1: R&C,97,1,1,1,0,0,0.3,RedToy
1: R&C,97,1,1,1,1,1,0.3,RedToy
1: R&C,97,1,1,0,1,0,0.3,YellowToy
1: R&C,97,1,0,1,0,1,0.3,RedToy
2: Diff. R,1,97,0,0,1,1,0.3,RedToy
2: Diff. R,1,97,1,1,0,0,0.3,YellowToy
2: Diff. R,1,97,1,1,1,1,0.3,YellowToy
2: Diff. R,1,97,1,0,1,0,0.3,Either
2: Diff. R,1,97,0,1,0,1,0.3,YellowToy
3: Diff. C,97,97,0,0,1,1,0.3,YellowToy
3: Diff. C,97,97,1,1,0,0,0.3,RedToy
3: Diff. C,97,97,1,1,1,1,0.3,YellowToy
3: Diff. C,97,97,1,0,1,0,0.3,YellowToy
3: Diff. C,97,97,0,1,0,1,0.3,Either
4: RvC,1,97,0,0,1,1,0.3,RedToy
4: RvC,1,97,1,1,0,0,0.3,YellowToy
4: RvC,1,97,1,1,1,1,0.3,YellowToy
4: RvC,1,97,1,0,1,0,0.3,YellowToy
4: RvC,1,97,0,1,0,1,0.3,YellowToy
1: R&C,97,1,0,0,1,1,0.5,YellowToy
1: R&C,97,1,1,1,0,0,0.5,RedToy
1: R&C,97,1,1,1,1,1,0.5,RedToy
1: R&C,97,1,1,0,1,0,0.5,YellowToy
1: R&C,97,1,0,1,0,1,0.5,RedToy
2: Diff. R,1,97,0,0,1,1,0.5,RedToy
2: Diff. R,1,97,1,1,0,0,0.5,YellowToy
2: Diff. R,1,97,1,1,1,1,0.5,YellowToy
2: Diff. R,1,97,1,0,1,0,0.5,Either
2: Diff. R,1,97,0,1,0,1,0.5,YellowToy
3: Diff. C,97,97,0,0,1,1,0.5,YellowToy
3: Diff. C,97,97,1,1,0,0,0.5,RedToy
3: Diff. C,97,97,1,1,1,1,0.5,YellowToy
3: Diff. C,97,97,1,0,1,0,0.5,YellowToy
3: Diff. C,97,97,0,1,0,1,0.5,Either
4: RvC,1,97,0,0,1,1,0.5,RedToy
4: RvC,1,97,1,1,0,0,0.5,YellowToy
4: RvC,1,97,1,1,1,1,0.5,YellowToy
4: RvC,1,97,1,0,1,0,0.5,YellowToy
4: RvC,1,97,0,1,0,1,0.5,YellowToy
1: R&C,97,1,0,0,1,1,0.7,YellowToy
1: R&C,97,1,1,1,0,0,0.7,RedToy
1: R&C,97,1,1,1,1,1,0.7,RedToy
1: R&C,97,1,1,0,1,0,0.7,YellowToy
1: R&C,97,1,0,1,0,1,0.7,RedToy
2: Diff. R,1,97,0,0,1,1,0.7,RedToy
2: Diff. R,1,97,1,1,0,0,0.7,YellowToy
2: Diff. R,1,97,1,1,1,1,0.7,YellowToy
2: Diff. R,1,97,1,0,1,0,0.7,Either
2: Diff. R,1,97,0,1,0,1,0.7,YellowToy
3: Diff. C,97,97,0,0,1,1,0.7,YellowToy
3: Diff. C,97,97,1,1,0,0,0.7,RedToy
3: Diff. C,97,97,1,1,1,1,0.7,YellowToy
3: Diff. C,97,97,1,0,1,0,0.7,YellowToy
3: Diff. C,97,97,0,1,0,1,0.7,Either
4: RvC,1,97,0,0,1,1,0.7,RedToy
4: RvC,1,97,1,1,0,0,0.7,YellowToy
4: RvC,1,97,1,1,1,1,0.7,YellowToy
4: RvC,1,97,1,0,1,0,0.7,YellowToy
4: RvC,1,97,0,1,0,1,0.7,YellowToy
1: R&C,97,1,0,0,1,1,0.99,YellowToy
1: R&C,97,1,1,1,0,0,0.99,RedToy
1: R&C,97,1,1,1,1,1,0.99,YellowToy
1: R&C,97,1,1,0,1,0,0.99,YellowToy
1: R&C,97,1,0,1,0,1,0.99,RedToy
2: Diff. R,1,97,0,0,1,1,0.99,RedToy
2: Diff. R,1,97,1,1,0,0,0.99,YellowToy
2: Diff. R,1,97,1,1,1,1,0.99,YellowToy
2: Diff. R,1,97,1,0,1,0,0.99,Either
2: Diff. R,1,97,0,1,0,1,0.99,YellowToy
3: Diff. C,97,97,0,0,1,1,0.99,YellowToy
3: Diff. C,97,97,1,1,0,0,0.99,RedToy
3: Diff. C,97,97,1,1,1,1,0.99,YellowToy
3: Diff. C,97,97,1,0,1,0,0.99,YellowToy
3: Diff. C,97,97,0,1,0,1,0.99,Either
4: RvC,1,97,0,0,1,1,0.99,RedToy
4: RvC,1,97,1,1,0,0,0.99,YellowToy
4: RvC,1,97,1,1,1,1,0.99,YellowToy
4: RvC,1,97,1,0,1,0,0.99,YellowToy
4: RvC,1,97,0,1,0,1,0.99,YellowToy
1: R&C,99,1,0,0,1,1,0.3,YellowToy
1: R&C,99,1,1,1,0,0,0.3,RedToy
1: R&C,99,1,1,1,1,1,0.3,RedToy
1: R&C,99,1,1,0,1,0,0.3,YellowToy
1: R&C,99,1,0,1,0,1,0.3,RedToy
2: Diff. R,1,99,0,0,1,1,0.3,RedToy
2: Diff. R,1,99,1,1,0,0,0.3,YellowToy
2: Diff. R,1,99,1,1,1,1,0.3,YellowToy
2: Diff. R,1,99,1,0,1,0,0.3,Either
2: Diff. R,1,99,0,1,0,1,0.3,YellowToy
3: Diff. C,99,99,0,0,1,1,0.3,YellowToy
3: Diff. C,99,99,1,1,0,0,0.3,RedToy
3: Diff. C,99,99,1,1,1,1,0.3,YellowToy
3: Diff. C,99,99,1,0,1,0,0.3,YellowToy
3: Diff. C,99,99,0,1,0,1,0.3,Either
4: RvC,1,99,0,0,1,1,0.3,RedToy
4: RvC,1,99,1,1,0,0,0.3,YellowToy
4: RvC,1,99,1,1,1,1,0.3,YellowToy
4: RvC,1,99,1,0,1,0,0.3,YellowToy
4: RvC,1,99,0,1,0,1,0.3,YellowToy
1: R&C,99,1,0,0,1,1,0.5,YellowToy
1: R&C,99,1,1,1,0,0,0.5,RedToy
1: R&C,99,1,1,1,1,1,0.5,RedToy
1: R&C,99,1,1,0,1,0,0.5,YellowToy
1: R&C,99,1,0,1,0,1,0.5,RedToy
2: Diff. R,1,99,0,0,1,1,0.5,RedToy
2: Diff. R,1,99,1,1,0,0,0.5,YellowToy
2: Diff. R,1,99,1,1,1,1,0.5,YellowToy
2: Diff. R,1,99,1,0,1,0,0.5,Either
2: Diff. R,1,99,0,1,0,1,0.5,YellowToy
3: Diff. C,99,99,0,0,1,1,0.5,YellowToy
3: Diff. C,99,99,1,1,0,0,0.5,RedToy
3: Diff. C,99,99,1,1,1,1,0.5,YellowToy
3: Diff. C,99,99,1,0,1,0,0.5,YellowToy
3: Diff. C,99,99,0,1,0,1,0.5,Either
4: RvC,1,99,0,0,1,1,0.5,RedToy
4: RvC,1,99,1,1,0,0,0.5,YellowToy
4: RvC,1,99,1,1,1,1,0.5,YellowToy
4: RvC,1,99,1,0,1,0,0.5,YellowToy
4: RvC,1,99,0,1,0,1,0.5,YellowToy
1: R&C,99,1,0,0,1,1,0.7,YellowToy
1: R&C,99,1,1,1,0,0,0.7,RedToy
1: R&C,99,1,1,1,1,1,0.7,RedToy
1: R&C,99,1,1,0,1,0,0.7,YellowToy
1: R&C,99,1,0,1,0,1,0.7,RedToy
2: Diff. R,1,99,0,0,1,1,0.7,RedToy
2: Diff. R,1,99,1,1,0,0,0.7,YellowToy
2: Diff. R,1,99,1,1,1,1,0.7,YellowToy
2: Diff. R,1,99,1,0,1,0,0.7,Either
2: Diff. R,1,99,0,1,0,1,0.7,YellowToy
3: Diff. C,99,99,0,0,1,1,0.7,YellowToy
3: Diff. C,99,99,1,1,0,0,0.7,RedToy
3: Diff. C,99,99,1,1,1,1,0.7,YellowToy
3: Diff. C,99,99,1,0,1,0,0.7,YellowToy
3: Diff. C,99,99,0,1,0,1,0.7,Either
4: RvC,1,99,0,0,1,1,0.7,RedToy
4: RvC,1,99,1,1,0,0,0.7,YellowToy
4: RvC,1,99,1,1,1,1,0.7,YellowToy
4: RvC,1,99,1,0,1,0,0.7,YellowToy
4: RvC,1,99,0,1,0,1,0.7,YellowToy
1: R&C,99,1,0,0,1,1,0.99,YellowToy
1: R&C,99,1,1,1,0,0,0.99,RedToy
1: R&C,99,1,1,1,1,1,0.99,YellowToy
1: R&C,99,1,1,0,1,0,0.99,YellowToy
1: R&C,99,1,0,1,0,1,0.99,RedToy
2: Diff. R,1,99,0,0,1,1,0.99,RedToy
2: Diff. R,1,99,1,1,0,0,0.99,YellowToy
2: Diff. R,1,99,1,1,1,1,0.99,YellowToy
2: Diff. R,1,99,1,0,1,0,0.99,Either
2: Diff. R,1,99,0,1,0,1,0.99,YellowToy
3: Diff. C,99,99,0,0,1,1,0.99,YellowToy
3: Diff. C,99,99,1,1,0,0,0.99,RedToy
3: Diff. C,99,99,1,1,1,1,0.99,YellowToy
3: Diff. C,99,99,1,0,1,0,0.99,YellowToy
3: Diff. C,99,99,0,1,0,1,0.99,Either
4: RvC,1,99,0,0,1,1,0.99,RedToy
4: RvC,1,99,1,1,0,0,0.99,YellowToy
4: RvC,1,99,1,1,1,1,0.99,YellowToy
4: RvC,1,99,1,0,1,0,0.99,YellowToy
4: RvC,1,99,0,1,0,1,0.99,YellowToy
1: R&C,101,1,0,0,1,1,0.3,YellowToy
1: R&C,101,1,1,1,0,0,0.3,RedToy
1: R&C,101,1,1,1,1,1,0.3,RedToy
1: R&C,101,1,1,0,1,0,0.3,YellowToy
1: R&C,101,1,0,1,0,1,0.3,RedToy
2: Diff. R,1,101,0,0,1,1,0.3,RedToy
2: Diff. R,1,101,1,1,0,0,0.3,YellowToy
2: Diff. R,1,101,1,1,1,1,0.3,YellowToy
2: Diff. R,1,101,1,0,1,0,0.3,Either
2: Diff. R,1,101,0,1,0,1,0.3,YellowToy
3: Diff. C,101,101,0,0,1,1,0.3,YellowToy
3: Diff. C,101,101,1,1,0,0,0.3,RedToy
3: Diff. C,101,101,1,1,1,1,0.3,YellowToy
3: Diff. C,101,101,1,0,1,0,0.3,YellowToy
3: Diff. C,101,101,0,1,0,1,0.3,Either
4: RvC,1,101,0,0,1,1,0.3,RedToy
4: RvC,1,101,1,1,0,0,0.3,YellowToy
4: RvC,1,101,1,1,1,1,0.3,YellowToy
4: RvC,1,101,1,0,1,0,0.3,YellowToy
4: RvC,1,101,0,1,0,1,0.3,YellowToy
1: R&C,101,1,0,0,1,1,0.5,YellowToy
1: R&C,101,1,1,1,0,0,0.5,RedToy
1: R&C,101,1,1,1,1,1,0.5,RedToy
1: R&C,101,1,1,0,1,0,0.5,YellowToy
1: R&C,101,1,0,1,0,1,0.5,RedToy
2: Diff. R,1,101,0,0,1,1,0.5,RedToy
2: Diff. R,1,101,1,1,0,0,0.5,YellowToy
2: Diff. R,1,101,1,1,1,1,0.5,YellowToy
2: Diff. R,1,101,1,0,1,0,0.5,Either
2: Diff. R,1,101,0,1,0,1,0.5,YellowToy
3: Diff. C,101,101,0,0,1,1,0.5,YellowToy
3: Diff. C,101,101,1,1,0,0,0.5,RedToy
3: Diff. C,101,101,1,1,1,1,0.5,YellowToy
3: Diff. C,101,101,1,0,1,0,0.5,YellowToy
3: Diff. C,101,101,0,1,0,1,0.5,Either
4: RvC,1,101,0,0,1,1,0.5,RedToy
4: RvC,1,101,1,1,0,0,0.5,YellowToy
4: RvC,1,101,1,1,1,1,0.5,YellowToy
4: RvC,1,101,1,0,1,0,0.5,YellowToy
4: RvC,1,101,0,1,0,1,0.5,YellowToy
1: R&C,101,1,0,0,1,1,0.7,YellowToy
1: R&C,101,1,1,1,0,0,0.7,RedToy
1: R&C,101,1,1,1,1,1,0.7,RedToy
1: R&C,101,1,1,0,1,0,0.7,YellowToy
1: R&C,101,1,0,1,0,1,0.7,RedToy
2: Diff. R,1,101,0,0,1,1,0.7,RedToy
2: Diff. R,1,101,1,1,0,0,0.7,YellowToy
2: Diff. R,1,101,1,1,1,1,0.7,YellowToy
2: Diff. R,1,101,1,0,1,0,0.7,Either
2: Diff. R,1,101,0,1,0,1,0.7,YellowToy
3: Diff. C,101,101,0,0,1,1,0.7,YellowToy
3: Diff. C,101,101,1,1,0,0,0.7,RedToy
3: Diff. C,101,101,1,1,1,1,0.7,YellowToy
3: Diff. C,101,101,1,0,1,0,0.7,YellowToy
3: Diff. C,101,101,0,1,0,1,0.7,Either
4: RvC,1,101,0,0,1,1,0.7,RedToy
4: RvC,1,101,1,1,0,0,0.7,YellowToy
4: RvC,1,101,1,1,1,1,0.7,YellowToy
4: RvC,1,101,1,0,1,0,0.7,YellowToy
4: RvC,1,101,0,1,0,1,0.7,YellowToy
1: R&C,101,1,0,0,1,1,0.99,YellowToy
1: R&C,101,1,1,1,0,0,0.99,RedToy
1: R&C,101,1,1,1,1,1,0.99,YellowToy
1: R&C,101,1,1,0,1,0,0.99,YellowToy
1: R&C,101,1,0,1,0,1,0.99,RedToy
2: Diff. R,1,101,0,0,1,1,0.99,RedToy
2: Diff. R,1,101,1,1,0,0,0.99,YellowToy
2: Diff. R,1,101,1,1,1,1,0.99,YellowToy
2: Diff. R,1,101,1,0,1,0,0.99,Either
2: Diff. R,1,101,0,1,0,1,0.99,YellowToy
3: Diff. C,101,101,0,0,1,1,0.99,YellowToy
3: Diff. C,101,101,1,1,0,0,0.99,RedToy
3: Diff. C,101,101,1,1,1,1,0.99,YellowToy
3: Diff. C,101,101,1,0,1,0,0.99,YellowToy
3: Diff. C,101,101,0,1,0,1,0.99,Either
4: RvC,1,101,0,0,1,1,0.99,RedToy
4: RvC,1,101,1,1,0,0,0.99,YellowToy
4: RvC,1,101,1,1,1,1,0.99,YellowToy
4: RvC,1,101,1,0,1,0,0.99,YellowToy
4: RvC,1,101,0,1,0,1,0.99,YellowToy
1: R&C,103,1,0,0,1,1,0.3,YellowToy
1: R&C,103,1,1,1,0,0,0.3,RedToy
1: R&C,103,1,1,1,1,1,0.3,RedToy
1: R&C,103,1,1,0,1,0,0.3,YellowToy
1: R&C,103,1,0,1,0,1,0.3,RedToy
2: Diff. R,1,103,0,0,1,1,0.3,RedToy
2: Diff. R,1,103,1,1,0,0,0.3,YellowToy
2: Diff. R,1,103,1,1,1,1,0.3,YellowToy
2: Diff. R,1,103,1,0,1,0,0.3,Either
2: Diff. R,1,103,0,1,0,1,0.3,YellowToy
3: Diff. C,103,103,0,0,1,1,0.3,YellowToy
3: Diff. C,103,103,1,1,0,0,0.3,RedToy
3: Diff. C,103,103,1,1,1,1,0.3,YellowToy
3: Diff. C,103,103,1,0,1,0,0.3,YellowToy
3: Diff. C,103,103,0,1,0,1,0.3,Either
4: RvC,1,103,0,0,1,1,0.3,RedToy
4: RvC,1,103,1,1,0,0,0.3,YellowToy
4: RvC,1,103,1,1,1,1,0.3,YellowToy
4: RvC,1,103,1,0,1,0,0.3,YellowToy
4: RvC,1,103,0,1,0,1,0.3,YellowToy
1: R&C,103,1,0,0,1,1,0.5,YellowToy
1: R&C,103,1,1,1,0,0,0.5,RedToy
1: R&C,103,1,1,1,1,1,0.5,RedToy
1: R&C,103,1,1,0,1,0,0.5,YellowToy
1: R&C,103,1,0,1,0,1,0.5,RedToy
2: Diff. R,1,103,0,0,1,1,0.5,RedToy
2: Diff. R,1,103,1,1,0,0,0.5,YellowToy
2: Diff. R,1,103,1,1,1,1,0.5,YellowToy
2: Diff. R,1,103,1,0,1,0,0.5,Either
2: Diff. R,1,103,0,1,0,1,0.5,YellowToy
3: Diff. C,103,103,0,0,1,1,0.5,YellowToy
3: Diff. C,103,103,1,1,0,0,0.5,RedToy
3: Diff. C,103,103,1,1,1,1,0.5,YellowToy
3: Diff. C,103,103,1,0,1,0,0.5,YellowToy
3: Diff. C,103,103,0,1,0,1,0.5,Either
4: RvC,1,103,0,0,1,1,0.5,RedToy
4: RvC,1,103,1,1,0,0,0.5,YellowToy
4: RvC,1,103,1,1,1,1,0.5,YellowToy
4: RvC,1,103,1,0,1,0,0.5,YellowToy
4: RvC,1,103,0,1,0,1,0.5,YellowToy
1: R&C,103,1,0,0,1,1,0.7,YellowToy
1: R&C,103,1,1,1,0,0,0.7,RedToy
1: R&C,103,1,1,1,1,1,0.7,RedToy
1: R&C,103,1,1,0,1,0,0.7,YellowToy
1: R&C,103,1,0,1,0,1,0.7,RedToy
2: Diff. R,1,103,0,0,1,1,0.7,RedToy
2: Diff. R,1,103,1,1,0,0,0.7,YellowToy
2: Diff. R,1,103,1,1,1,1,0.7,YellowToy
2: Diff. R,1,103,1,0,1,0,0.7,Either
2: Diff. R,1,103,0,1,0,1,0.7,YellowToy
3: Diff. C,103,103,0,0,1,1,0.7,YellowToy
3: Diff. C,103,103,1,1,0,0,0.7,RedToy
3: Diff. C,103,103,1,1,1,1,0.7,YellowToy
3: Diff. C,103,103,1,0,1,0,0.7,YellowToy
3: Diff. C,103,103,0,1,0,1,0.7,Either
4: RvC,1,103,0,0,1,1,0.7,RedToy
4: RvC,1,103,1,1,0,0,0.7,YellowToy
4: RvC,1,103,1,1,1,1,0.7,YellowToy
4: RvC,1,103,1,0,1,0,0.7,YellowToy
4: RvC,1,103,0,1,0,1,0.7,YellowToy
1: R&C,103,1,0,0,1,1,0.99,YellowToy
1: R&C,103,1,1,1,0,0,0.99,RedToy
1: R&C,103,1,1,1,1,1,0.99,YellowToy
1: R&C,103,1,1,0,1,0,0.99,YellowToy
1: R&C,103,1,0,1,0,1,0.99,RedToy
2: Diff. R,1,103,0,0,1,1,0.99,RedToy
2: Diff. R,1,103,1,1,0,0,0.99,YellowToy
2: Diff. R,1,103,1,1,1,1,0.99,YellowToy
2: Diff. R,1,103,1,0,1,0,0.99,Either
2: Diff. R,1,103,0,1,0,1,0.99,YellowToy
3: Diff. C,103,103,0,0,1,1,0.99,YellowToy
3: Diff. C,103,103,1,1,0,0,0.99,RedToy
3: Diff. C,103,103,1,1,1,1,0.99,YellowToy
3: Diff. C,103,103,1,0,1,0,0.99,YellowToy
3: Diff. C,103,103,0,1,0,1,0.99,Either
4: RvC,1,103,0,0,1,1,0.99,RedToy
4: RvC,1,103,1,1,0,0,0.99,YellowToy
4: RvC,1,103,1,1,1,1,0.99,YellowToy
4: RvC,1,103,1,0,1,0,0.99,YellowToy
4: RvC,1,103,0,1,0,1,0.99,YellowToy
1: R&C,105,1,0,0,1,1,0.3,YellowToy
1: R&C,105,1,1,1,0,0,0.3,RedToy
1: R&C,105,1,1,1,1,1,0.3,RedToy
1: R&C,105,1,1,0,1,0,0.3,YellowToy
1: R&C,105,1,0,1,0,1,0.3,RedToy
2: Diff. R,1,105,0,0,1,1,0.3,RedToy
2: Diff. R,1,105,1,1,0,0,0.3,YellowToy
2: Diff. R,1,105,1,1,1,1,0.3,YellowToy
2: Diff. R,1,105,1,0,1,0,0.3,Either
2: Diff. R,1,105,0,1,0,1,0.3,YellowToy
3: Diff. C,105,105,0,0,1,1,0.3,YellowToy
3: Diff. C,105,105,1,1,0,0,0.3,RedToy
3: Diff. C,105,105,1,1,1,1,0.3,YellowToy
3: Diff. C,105,105,1,0,1,0,0.3,YellowToy
3: Diff. C,105,105,0,1,0,1,0.3,Either
4: RvC,1,105,0,0,1,1,0.3,RedToy
4: RvC,1,105,1,1,0,0,0.3,YellowToy
4: RvC,1,105,1,1,1,1,0.3,YellowToy
4: RvC,1,105,1,0,1,0,0.3,YellowToy
4: RvC,1,105,0,1,0,1,0.3,YellowToy
