Condition,RedToyReward,YellowToyReward,LearnC,LearnR,DiscoverC,DiscoverR,ExploreProb,Decision
2: Diff. R,30,6,1,0,1,0,0.99,Either
2: Diff. R,30,6,0,1,0,1,0.99,RedToy
3: Diff. C,6,6,0,0,1,1,0.99,YellowToy
3: Diff. C,6,6,1,1,0,0,0.99,RedToy
3: Diff. C,6,6,1,1,1,1,0.99,YellowToy
3: Diff. C,6,6,1,0,1,0,0.99,YellowToy
3: Diff. C,6,6,0,1,0,1,0.99,Either
4: RvC,30,6,0,0,1,1,0.99,YellowToy
4: RvC,30,6,1,1,0,0,0.99,RedToy
4: RvC,30,6,1,1,1,1,0.99,YellowToy
4: RvC,30,6,1,0,1,0,0.99,YellowToy
4: RvC,30,6,0,1,0,1,0.99,RedToy
1: R&C,7,30,0,0,1,1,0.25,YellowToy
1: R&C,7,30,1,1,0,0,0.25,YellowToy
1: R&C,7,30,1,1,1,1,0.25,YellowToy
1: R&C,7,30,1,0,1,0,0.25,YellowToy
1: R&C,7,30,0,1,0,1,0.25,YellowToy
2: Diff. R,30,7,0,0,1,1,0.25,YellowToy
2: Diff. R,30,7,1,1,0,0,0.25,RedToy
2: Diff. R,30,7,1,1,1,1,0.25,RedToy
2: Diff. R,30,7,1,0,1,0,0.25,Either
2: Diff. R,30,7,0,1,0,1,0.25,RedToy
3: Diff. C,7,7,0,0,1,1,0.25,YellowToy
3: Diff. C,7,7,1,1,0,0,0.25,RedToy
3: Diff. C,7,7,1,1,1,1,0.25,YellowToy
3: Diff. C,7,7,1,0,1,0,0.25,YellowToy
3: Diff. C,7,7,0,1,0,1,0.25,Either
4: RvC,30,7,0,0,1,1,0.25,YellowToy
4: RvC,30,7,1,1,0,0,0.25,RedToy
4: RvC,30,7,1,1,1,1,0.25,RedToy
4: RvC,30,7,1,0,1,0,0.25,YellowToy
4: RvC,30,7,0,1,0,1,0.25,RedToy
1: R&C,7,30,0,0,1,1,0.5,YellowToy
1: R&C,7,30,1,1,0,0,0.5,YellowToy
1: R&C,7,30,1,1,1,1,0.5,YellowToy
1: R&C,7,30,1,0,1,0,0.5,YellowToy
1: R&C,7,30,0,1,0,1,0.5,YellowToy
2: Diff. R,30,7,0,0,1,1,0.5,YellowToy
2: Diff. R,30,7,1,1,0,0,0.5,RedToy
2: Diff. R,30,7,1,1,1,1,0.5,RedToy
2: Diff. R,30,7,1,0,1,0,0.5,Either
2: Diff. R,30,7,0,1,0,1,0.5,RedToy
3: Diff. C,7,7,0,0,1,1,0.5,YellowToy
3: Diff. C,7,7,1,1,0,0,0.5,RedToy
3: Diff. C,7,7,1,1,1,1,0.5,YellowToy
3: Diff. C,7,7,1,0,1,0,0.5,YellowToy
3: Diff. C,7,7,0,1,0,1,0.5,Either
4: RvC,30,7,0,0,1,1,0.5,YellowToy
4: RvC,30,7,1,1,0,0,0.5,RedToy
4: RvC,30,7,1,1,1,1,0.5,YellowToy
4: RvC,30,7,1,0,1,0,0.5,YellowToy
4: RvC,30,7,0,1,0,1,0.5,RedToy
1: R&C,7,30,0,0,1,1,0.75,YellowToy
1: R&C,7,30,1,1,0,0,0.75,YellowToy
1: R&C,7,30,1,1,1,1,0.75,YellowToy
1: R&C,7,30,1,0,1,0,0.75,YellowToy
1: R&C,7,30,0,1,0,1,0.75,YellowToy
2: Diff. R,30,7,0,0,1,1,0.75,YellowToy
2: Diff. R,30,7,1,1,0,0,0.75,RedToy
2: Diff. R,30,7,1,1,1,1,0.75,RedToy
2: Diff. R,30,7,1,0,1,0,0.75,Either
2: Diff. R,30,7,0,1,0,1,0.75,RedToy
3: Diff. C,7,7,0,0,1,1,0.75,YellowToy
3: Diff. C,7,7,1,1,0,0,0.75,RedToy
3: Diff. C,7,7,1,1,1,1,0.75,YellowToy
3: Diff. C,7,7,1,0,1,0,0.75,YellowToy
3: Diff. C,7,7,0,1,0,1,0.75,Either
4: RvC,30,7,0,0,1,1,0.75,YellowToy
4: RvC,30,7,1,1,0,0,0.75,RedToy
4: RvC,30,7,1,1,1,1,0.75,YellowToy
4: RvC,30,7,1,0,1,0,0.75,YellowToy
4: RvC,30,7,0,1,0,1,0.75,RedToy
1: R&C,7,30,0,0,1,1,0.99,YellowToy
1: R&C,7,30,1,1,0,0,0.99,YellowToy
1: R&C,7,30,1,1,1,1,0.99,YellowToy
1: R&C,7,30,1,0,1,0,0.99,YellowToy
1: R&C,7,30,0,1,0,1,0.99,YellowToy
2: Diff. R,30,7,0,0,1,1,0.99,YellowToy
2: Diff. R,30,7,1,1,0,0,0.99,RedToy
2: Diff. R,30,7,1,1,1,1,0.99,RedToy
2: Diff. R,30,7,1,0,1,0,0.99,Either
2: Diff. R,30,7,0,1,0,1,0.99,RedToy
3: Diff. C,7,7,0,0,1,1,0.99,YellowToy
3: Diff. C,7,7,1,1,0,0,0.99,RedToy
3: Diff. C,7,7,1,1,1,1,0.99,YellowToy
3: Diff. C,7,7,1,0,1,0,0.99,YellowToy
3: Diff. C,7,7,0,1,0,1,0.99,Either
4: RvC,30,7,0,0,1,1,0.99,YellowToy
4: RvC,30,7,1,1,0,0,0.99,RedToy
4: RvC,30,7,1,1,1,1,0.99,YellowToy
4: RvC,30,7,1,0,1,0,0.99,YellowToy
4: RvC,30,7,0,1,0,1,0.99,RedToy
1: R&C,8,30,0,0,1,1,0.25,YellowToy
1: R&C,8,30,1,1,0,0,0.25,YellowToy
1: R&C,8,30,1,1,1,1,0.25,YellowToy
1: R&C,8,30,1,0,1,0,0.25,YellowToy
1: R&C,8,30,0,1,0,1,0.25,YellowToy
2: Diff. R,30,8,0,0,1,1,0.25,YellowToy
2: Diff. R,30,8,1,1,0,0,0.25,RedToy
2: Diff. R,30,8,1,1,1,1,0.25,RedToy
2: Diff. R,30,8,1,0,1,0,0.25,Either
2: Diff. R,30,8,0,1,0,1,0.25,RedToy
3: Diff. C,8,8,0,0,1,1,0.25,YellowToy
3: Diff. C,8,8,1,1,0,0,0.25,RedToy
3: Diff. C,8,8,1,1,1,1,0.25,YellowToy
3: Diff. C,8,8,1,0,1,0,0.25,YellowToy
3: Diff. C,8,8,0,1,0,1,0.25,Either
4: RvC,30,8,0,0,1,1,0.25,YellowToy
4: RvC,30,8,1,1,0,0,0.25,RedToy
4: RvC,30,8,1,1,1,1,0.25,RedToy
4: RvC,30,8,1,0,1,0,0.25,YellowToy
4: RvC,30,8,0,1,0,1,0.25,RedToy
1: R&C,8,30,0,0,1,1,0.5,YellowToy
1: R&C,8,30,1,1,0,0,0.5,YellowToy
1: R&C,8,30,1,1,1,1,0.5,YellowToy
1: R&C,8,30,1,0,1,0,0.5,YellowToy
1: R&C,8,30,0,1,0,1,0.5,YellowToy
2: Diff. R,30,8,0,0,1,1,0.5,YellowToy
2: Diff. R,30,8,1,1,0,0,0.5,RedToy
2: Diff. R,30,8,1,1,1,1,0.5,RedToy
2: Diff. R,30,8,1,0,1,0,0.5,Either
2: Diff. R,30,8,0,1,0,1,0.5,RedToy
3: Diff. C,8,8,0,0,1,1,0.5,YellowToy
3: Diff. C,8,8,1,1,0,0,0.5,RedToy
3: Diff. C,8,8,1,1,1,1,0.5,YellowToy
3: Diff. C,8,8,1,0,1,0,0.5,YellowToy
3: Diff. C,8,8,0,1,0,1,0.5,Either
4: RvC,30,8,0,0,1,1,0.5,YellowToy
4: RvC,30,8,1,1,0,0,0.5,RedToy
4: RvC,30,8,1,1,1,1,0.5,YellowToy
4: RvC,30,8,1,0,1,0,0.5,YellowToy
4: RvC,30,8,0,1,0,1,0.5,RedToy
1: R&C,8,30,0,0,1,1,0.75,YellowToy
1: R&C,8,30,1,1,0,0,0.75,YellowToy
1: R&C,8,30,1,1,1,1,0.75,YellowToy
1: R&C,8,30,1,0,1,0,0.75,YellowToy
1: R&C,8,30,0,1,0,1,0.75,YellowToy
2: Diff. R,30,8,0,0,1,1,0.75,YellowToy
2: Diff. R,30,8,1,1,0,0,0.75,RedToy
2: Diff. R,30,8,1,1,1,1,0.75,RedToy
2: Diff. R,30,8,1,0,1,0,0.75,Either
2: Diff. R,30,8,0,1,0,1,0.75,RedToy
3: Diff. C,8,8,0,0,1,1,0.75,YellowToy
3: Diff. C,8,8,1,1,0,0,0.75,RedToy
3: Diff. C,8,8,1,1,1,1,0.75,YellowToy
3: Diff. C,8,8,1,0,1,0,0.75,YellowToy
3: Diff. C,8,8,0,1,0,1,0.75,Either
4: RvC,30,8,0,0,1,1,0.75,YellowToy
4: RvC,30,8,1,1,0,0,0.75,RedToy
4: RvC,30,8,1,1,1,1,0.75,YellowToy
4: RvC,30,8,1,0,1,0,0.75,YellowToy
4: RvC,30,8,0,1,0,1,0.75,RedToy
1: R&C,8,30,0,0,1,1,0.99,YellowToy
1: R&C,8,30,1,1,0,0,0.99,YellowToy
1: R&C,8,30,1,1,1,1,0.99,YellowToy
1: R&C,8,30,1,0,1,0,0.99,YellowToy
1: R&C,8,30,0,1,0,1,0.99,YellowToy
2: Diff. R,30,8,0,0,1,1,0.99,YellowToy
2: Diff. R,30,8,1,1,0,0,0.99,RedToy
2: Diff. R,30,8,1,1,1,1,0.99,RedToy
2: Diff. R,30,8,1,0,1,0,0.99,Either
2: Diff. R,30,8,0,1,0,1,0.99,RedToy
3: Diff. C,8,8,0,0,1,1,0.99,YellowToy
3: Diff. C,8,8,1,1,0,0,0.99,RedToy
3: Diff. C,8,8,1,1,1,1,0.99,YellowToy
3: Diff. C,8,8,1,0,1,0,0.99,YellowToy
3: Diff. C,8,8,0,1,0,1,0.99,Either
4: RvC,30,8,0,0,1,1,0.99,YellowToy
4: RvC,30,8,1,1,0,0,0.99,RedToy
4: RvC,30,8,1,1,1,1,0.99,YellowToy
4: RvC,30,8,1,0,1,0,0.99,YellowToy
4: RvC,30,8,0,1,0,1,0.99,RedToy
1: R&C,9,30,0,0,1,1,0.25,YellowToy
1: R&C,9,30,1,1,0,0,0.25,YellowToy
1: R&C,9,30,1,1,1,1,0.25,YellowToy
1: R&C,9,30,1,0,1,0,0.25,YellowToy
1: R&C,9,30,0,1,0,1,0.25,YellowToy
2: Diff. R,30,9,0,0,1,1,0.25,YellowToy
2: Diff. R,30,9,1,1,0,0,0.25,RedToy
2: Diff. R,30,9,1,1,1,1,0.25,RedToy
2: Diff. R,30,9,1,0,1,0,0.25,Either
2: Diff. R,30,9,0,1,0,1,0.25,RedToy
3: Diff. C,9,9,0,0,1,1,0.25,YellowToy
3: Diff. C,9,9,1,1,0,0,0.25,RedToy
3: Diff. C,9,9,1,1,1,1,0.25,YellowToy
3: Diff. C,9,9,1,0,1,0,0.25,YellowToy
3: Diff. C,9,9,0,1,0,1,0.25,Either
4: RvC,30,9,0,0,1,1,0.25,YellowToy
4: RvC,30,9,1,1,0,0,0.25,RedToy
4: RvC,30,9,1,1,1,1,0.25,RedToy
4: RvC,30,9,1,0,1,0,0.25,YellowToy
4: RvC,30,9,0,1,0,1,0.25,RedToy
1: R&C,9,30,0,0,1,1,0.5,YellowToy
1: R&C,9,30,1,1,0,0,0.5,YellowToy
1: R&C,9,30,1,1,1,1,0.5,YellowToy
1: R&C,9,30,1,0,1,0,0.5,YellowToy
1: R&C,9,30,0,1,0,1,0.5,YellowToy
2: Diff. R,30,9,0,0,1,1,0.5,YellowToy
2: Diff. R,30,9,1,1,0,0,0.5,RedToy
2: Diff. R,30,9,1,1,1,1,0.5,RedToy
2: Diff. R,30,9,1,0,1,0,0.5,Either
2: Diff. R,30,9,0,1,0,1,0.5,RedToy
3: Diff. C,9,9,0,0,1,1,0.5,YellowToy
3: Diff. C,9,9,1,1,0,0,0.5,RedToy
3: Diff. C,9,9,1,1,1,1,0.5,YellowToy
3: Diff. C,9,9,1,0,1,0,0.5,YellowToy
3: Diff. C,9,9,0,1,0,1,0.5,Either
4: RvC,30,9,0,0,1,1,0.5,YellowToy
4: RvC,30,9,1,1,0,0,0.5,RedToy
4: RvC,30,9,1,1,1,1,0.5,YellowToy
4: RvC,30,9,1,0,1,0,0.5,YellowToy
4: RvC,30,9,0,1,0,1,0.5,RedToy
1: R&C,9,30,0,0,1,1,0.75,YellowToy
1: R&C,9,30,1,1,0,0,0.75,YellowToy
1: R&C,9,30,1,1,1,1,0.75,YellowToy
1: R&C,9,30,1,0,1,0,0.75,YellowToy
1: R&C,9,30,0,1,0,1,0.75,YellowToy
2: Diff. R,30,9,0,0,1,1,0.75,YellowToy
2: Diff. R,30,9,1,1,0,0,0.75,RedToy
2: Diff. R,30,9,1,1,1,1,0.75,RedToy
2: Diff. R,30,9,1,0,1,0,0.75,Either
2: Diff. R,30,9,0,1,0,1,0.75,RedToy
3: Diff. C,9,9,0,0,1,1,0.75,YellowToy
3: Diff. C,9,9,1,1,0,0,0.75,RedToy
3: Diff. C,9,9,1,1,1,1,0.75,YellowToy
3: Diff. C,9,9,1,0,1,0,0.75,YellowToy
3: Diff. C,9,9,0,1,0,1,0.75,Either
4: RvC,30,9,0,0,1,1,0.75,YellowToy
4: RvC,30,9,1,1,0,0,0.75,RedToy
4: RvC,30,9,1,1,1,1,0.75,YellowToy
4: RvC,30,9,1,0,1,0,0.75,YellowToy
4: RvC,30,9,0,1,0,1,0.75,RedToy
1: R&C,9,30,0,0,1,1,0.99,YellowToy
1: R&C,9,30,1,1,0,0,0.99,YellowToy
1: R&C,9,30,1,1,1,1,0.99,YellowToy
1: R&C,9,30,1,0,1,0,0.99,YellowToy
1: R&C,9,30,0,1,0,1,0.99,YellowToy
2: Diff. R,30,9,0,0,1,1,0.99,YellowToy
2: Diff. R,30,9,1,1,0,0,0.99,RedToy
2: Diff. R,30,9,1,1,1,1,0.99,RedToy
2: Diff. R,30,9,1,0,1,0,0.99,Either
2: Diff. R,30,9,0,1,0,1,0.99,RedToy
3: Diff. C,9,9,0,0,1,1,0.99,YellowToy
3: Diff. C,9,9,1,1,0,0,0.99,RedToy
3: Diff. C,9,9,1,1,1,1,0.99,YellowToy
3: Diff. C,9,9,1,0,1,0,0.99,YellowToy
3: Diff. C,9,9,0,1,0,1,0.99,Either
4: RvC,30,9,0,0,1,1,0.99,YellowToy
4: RvC,30,9,1,1,0,0,0.99,RedToy
4: RvC,30,9,1,1,1,1,0.99,YellowToy
4: RvC,30,9,1,0,1,0,0.99,YellowToy
4: RvC,30,9,0,1,0,1,0.99,RedToy
1: R&C,10,30,0,0,1,1,0.25,YellowToy
1: R&C,10,30,1,1,0,0,0.25,YellowToy
1: R&C,10,30,1,1,1,1,0.25,YellowToy
1: R&C,10,30,1,0,1,0,0.25,YellowToy
1: R&C,10,30,0,1,0,1,0.25,YellowToy
2: Diff. R,30,10,0,0,1,1,0.25,YellowToy
2: Diff. R,30,10,1,1,0,0,0.25,RedToy
2: Diff. R,30,10,1,1,1,1,0.25,RedToy
2: Diff. R,30,10,1,0,1,0,0.25,Either
2: Diff. R,30,10,0,1,0,1,0.25,RedToy
3: Diff. C,10,10,0,0,1,1,0.25,YellowToy
3: Diff. C,10,10,1,1,0,0,0.25,RedToy
3: Diff. C,10,10,1,1,1,1,0.25,YellowToy
3: Diff. C,10,10,1,0,1,0,0.25,YellowToy
3: Diff. C,10,10,0,1,0,1,0.25,Either
4: RvC,30,10,0,0,1,1,0.25,YellowToy
4: RvC,30,10,1,1,0,0,0.25,RedToy
4: RvC,30,10,1,1,1,1,0.25,RedToy
4: RvC,30,10,1,0,1,0,0.25,YellowToy
4: RvC,30,10,0,1,0,1,0.25,RedToy
1: R&C,10,30,0,0,1,1,0.5,YellowToy
1: R&C,10,30,1,1,0,0,0.5,YellowToy
1: R&C,10,30,1,1,1,1,0.5,YellowToy
1: R&C,10,30,1,0,1,0,0.5,YellowToy
1: R&C,10,30,0,1,0,1,0.5,YellowToy
2: Diff. R,30,10,0,0,1,1,0.5,YellowToy
2: Diff. R,30,10,1,1,0,0,0.5,RedToy
2: Diff. R,30,10,1,1,1,1,0.5,RedToy
2: Diff. R,30,10,1,0,1,0,0.5,Either
2: Diff. R,30,10,0,1,0,1,0.5,RedToy
3: Diff. C,10,10,0,0,1,1,0.5,YellowToy
3: Diff. C,10,10,1,1,0,0,0.5,RedToy
3: Diff. C,10,10,1,1,1,1,0.5,YellowToy
3: Diff. C,10,10,1,0,1,0,0.5,YellowToy
3: Diff. C,10,10,0,1,0,1,0.5,Either
4: RvC,30,10,0,0,1,1,0.5,YellowToy
4: RvC,30,10,1,1,0,0,0.5,RedToy
4: RvC,30,10,1,1,1,1,0.5,YellowToy
4: RvC,30,10,1,0,1,0,0.5,YellowToy
4: RvC,30,10,0,1,0,1,0.5,RedToy
1: R&C,10,30,0,0,1,1,0.75,YellowToy
1: R&C,10,30,1,1,0,0,0.75,YellowToy
1: R&C,10,30,1,1,1,1,0.75,YellowToy
1: R&C,10,30,1,0,1,0,0.75,YellowToy
1: R&C,10,30,0,1,0,1,0.75,YellowToy
2: Diff. R,30,10,0,0,1,1,0.75,YellowToy
2: Diff. R,30,10,1,1,0,0,0.75,RedToy
2: Diff. R,30,10,1,1,1,1,0.75,RedToy
2: Diff. R,30,10,1,0,1,0,0.75,Either
2: Diff. R,30,10,0,1,0,1,0.75,RedToy
3: Diff. C,10,10,0,0,1,1,0.75,YellowToy
3: Diff. C,10,10,1,1,0,0,0.75,RedToy
3: Diff. C,10,10,1,1,1,1,0.75,YellowToy
3: Diff. C,10,10,1,0,1,0,0.75,YellowToy
3: Diff. C,10,10,0,1,0,1,0.75,Either
4: RvC,30,10,0,0,1,1,0.75,YellowToy
4: RvC,30,10,1,1,0,0,0.75,RedToy
4: RvC,30,10,1,1,1,1,0.75,YellowToy
4: RvC,30,10,1,0,1,0,0.75,YellowToy
4: RvC,30,10,0,1,0,1,0.75,RedToy
1: R&C,10,30,0,0,1,1,0.99,YellowToy
1: R&C,10,30,1,1,0,0,0.99,YellowToy
1: R&C,10,30,1,1,1,1,0.99,YellowToy
1: R&C,10,30,1,0,1,0,0.99,YellowToy
1: R&C,10,30,0,1,0,1,0.99,YellowToy
2: Diff. R,30,10,0,0,1,1,0.99,YellowToy
2: Diff. R,30,10,1,1,0,0,0.99,RedToy
2: Diff. R,30,10,1,1,1,1,0.99,RedToy
2: Diff. R,30,10,1,0,1,0,0.99,Either
2: Diff. R,30,10,0,1,0,1,0.99,RedToy
3: Diff. C,10,10,0,0,1,1,0.99,YellowToy
3: Diff. C,10,10,1,1,0,0,0.99,RedToy
3: Diff. C,10,10,1,1,1,1,0.99,YellowToy
3: Diff. C,10,10,1,0,1,0,0.99,YellowToy
3: Diff. C,10,10,0,1,0,1,0.99,Either
4: RvC,30,10,0,0,1,1,0.99,YellowToy
4: RvC,30,10,1,1,0,0,0.99,RedToy
4: RvC,30,10,1,1,1,1,0.99,YellowToy
4: RvC,30,10,1,0,1,0,0.99,YellowToy
4: RvC,30,10,0,1,0,1,0.99,RedToy
1: R&C,11,30,0,0,1,1,0.25,YellowToy
1: R&C,11,30,1,1,0,0,0.25,YellowToy
1: R&C,11,30,1,1,1,1,0.25,YellowToy
1: R&C,11,30,1,0,1,0,0.25,YellowToy
1: R&C,11,30,0,1,0,1,0.25,YellowToy
2: Diff. R,30,11,0,0,1,1,0.25,YellowToy
2: Diff. R,30,11,1,1,0,0,0.25,RedToy
2: Diff. R,30,11,1,1,1,1,0.25,RedToy
2: Diff. R,30,11,1,0,1,0,0.25,Either
2: Diff. R,30,11,0,1,0,1,0.25,RedToy
3: Diff. C,11,11,0,0,1,1,0.25,YellowToy
3: Diff. C,11,11,1,1,0,0,0.25,RedToy
3: Diff. C,11,11,1,1,1,1,0.25,YellowToy
3: Diff. C,11,11,1,0,1,0,0.25,YellowToy
3: Diff. C,11,11,0,1,0,1,0.25,Either
4: RvC,30,11,0,0,1,1,0.25,YellowToy
4: RvC,30,11,1,1,0,0,0.25,RedToy
4: RvC,30,11,1,1,1,1,0.25,RedToy
4: RvC,30,11,1,0,1,0,0.25,YellowToy
4: RvC,30,11,0,1,0,1,0.25,RedToy
1: R&C,11,30,0,0,1,1,0.5,YellowToy
1: R&C,11,30,1,1,0,0,0.5,YellowToy
1: R&C,11,30,1,1,1,1,0.5,YellowToy
1: R&C,11,30,1,0,1,0,0.5,YellowToy
1: R&C,11,30,0,1,0,1,0.5,YellowToy
2: Diff. R,30,11,0,0,1,1,0.5,YellowToy
2: Diff. R,30,11,1,1,0,0,0.5,RedToy
2: Diff. R,30,11,1,1,1,1,0.5,RedToy
2: Diff. R,30,11,1,0,1,0,0.5,Either
2: Diff. R,30,11,0,1,0,1,0.5,RedToy
3: Diff. C,11,11,0,0,1,1,0.5,YellowToy
3: Diff. C,11,11,1,1,0,0,0.5,RedToy
3: Diff. C,11,11,1,1,1,1,0.5,YellowToy
3: Diff. C,11,11,1,0,1,0,0.5,YellowToy
3: Diff. C,11,11,0,1,0,1,0.5,Either
4: RvC,30,11,0,0,1,1,0.5,YellowToy
4: RvC,30,11,1,1,0,0,0.5,RedToy
4: RvC,30,11,1,1,1,1,0.5,YellowToy
4: RvC,30,11,1,0,1,0,0.5,YellowToy
4: RvC,30,11,0,1,0,1,0.5,RedToy
1: R&C,11,30,0,0,1,1,0.75,YellowToy
1: R&C,11,30,1,1,0,0,0.75,YellowToy
1: R&C,11,30,1,1,1,1,0.75,YellowToy
1: R&C,11,30,1,0,1,0,0.75,YellowToy
1: R&C,11,30,0,1,0,1,0.75,YellowToy
2: Diff. R,30,11,0,0,1,1,0.75,YellowToy
2: Diff. R,30,11,1,1,0,0,0.75,RedToy
2: Diff. R,30,11,1,1,1,1,0.75,RedToy
2: Diff. R,30,11,1,0,1,0,0.75,Either
2: Diff. R,30,11,0,1,0,1,0.75,RedToy
3: Diff. C,11,11,0,0,1,1,0.75,YellowToy
3: Diff. C,11,11,1,1,0,0,0.75,RedToy
3: Diff. C,11,11,1,1,1,1,0.75,YellowToy
3: Diff. C,11,11,1,0,1,0,0.75,YellowToy
3: Diff. C,11,11,0,1,0,1,0.75,Either
4: RvC,30,11,0,0,1,1,0.75,YellowToy
4: RvC,30,11,1,1,0,0,0.75,RedToy
4: RvC,30,11,1,1,1,1,0.75,YellowToy
4: RvC,30,11,1,0,1,0,0.75,YellowToy
4: RvC,30,11,0,1,0,1,0.75,RedToy
1: R&C,11,30,0,0,1,1,0.99,YellowToy
1: R&C,11,30,1,1,0,0,0.99,YellowToy
1: R&C,11,30,1,1,1,1,0.99,YellowToy
1: R&C,11,30,1,0,1,0,0.99,YellowToy
1: R&C,11,30,0,1,0,1,0.99,YellowToy
2: Diff. R,30,11,0,0,1,1,0.99,YellowToy
2: Diff. R,30,11,1,1,0,0,0.99,RedToy
2: Diff. R,30,11,1,1,1,1,0.99,RedToy
2: Diff. R,30,11,1,0,1,0,0.99,Either
2: Diff. R,30,11,0,1,0,1,0.99,RedToy
3: Diff. C,11,11,0,0,1,1,0.99,YellowToy
3: Diff. C,11,11,1,1,0,0,0.99,RedToy
3: Diff. C,11,11,1,1,1,1,0.99,YellowToy
3: Diff. C,11,11,1,0,1,0,0.99,YellowToy
3: Diff. C,11,11,0,1,0,1,0.99,Either
4: RvC,30,11,0,0,1,1,0.99,YellowToy
4: RvC,30,11,1,1,0,0,0.99,RedToy
4: RvC,30,11,1,1,1,1,0.99,YellowToy
4: RvC,30,11,1,0,1,0,0.99,YellowToy
4: RvC,30,11,0,1,0,1,0.99,RedToy
1: R&C,12,30,0,0,1,1,0.25,YellowToy
1: R&C,12,30,1,1,0,0,0.25,YellowToy
1: R&C,12,30,1,1,1,1,0.25,YellowToy
1: R&C,12,30,1,0,1,0,0.25,YellowToy
1: R&C,12,30,0,1,0,1,0.25,YellowToy
2: Diff. R,30,12,0,0,1,1,0.25,YellowToy
2: Diff. R,30,12,1,1,0,0,0.25,RedToy
2: Diff. R,30,12,1,1,1,1,0.25,RedToy
2: Diff. R,30,12,1,0,1,0,0.25,Either
2: Diff. R,30,12,0,1,0,1,0.25,RedToy
3: Diff. C,12,12,0,0,1,1,0.25,YellowToy
3: Diff. C,12,12,1,1,0,0,0.25,RedToy
3: Diff. C,12,12,1,1,1,1,0.25,YellowToy
3: Diff. C,12,12,1,0,1,0,0.25,YellowToy
3: Diff. C,12,12,0,1,0,1,0.25,Either
4: RvC,30,12,0,0,1,1,0.25,YellowToy
4: RvC,30,12,1,1,0,0,0.25,RedToy
4: RvC,30,12,1,1,1,1,0.25,RedToy
4: RvC,30,12,1,0,1,0,0.25,YellowToy
4: RvC,30,12,0,1,0,1,0.25,RedToy
1: R&C,12,30,0,0,1,1,0.5,YellowToy
1: R&C,12,30,1,1,0,0,0.5,YellowToy
1: R&C,12,30,1,1,1,1,0.5,YellowToy
1: R&C,12,30,1,0,1,0,0.5,YellowToy
1: R&C,12,30,0,1,0,1,0.5,YellowToy
2: Diff. R,30,12,0,0,1,1,0.5,YellowToy
2: Diff. R,30,12,1,1,0,0,0.5,RedToy
2: Diff. R,30,12,1,1,1,1,0.5,RedToy
2: Diff. R,30,12,1,0,1,0,0.5,Either
2: Diff. R,30,12,0,1,0,1,0.5,RedToy
3: Diff. C,12,12,0,0,1,1,0.5,YellowToy
3: Diff. C,12,12,1,1,0,0,0.5,RedToy
3: Diff. C,12,12,1,1,1,1,0.5,YellowToy
3: Diff. C,12,12,1,0,1,0,0.5,YellowToy
3: Diff. C,12,12,0,1,0,1,0.5,Either
4: RvC,30,12,0,0,1,1,0.5,YellowToy
4: RvC,30,12,1,1,0,0,0.5,RedToy
4: RvC,30,12,1,1,1,1,0.5,YellowToy
4: RvC,30,12,1,0,1,0,0.5,YellowToy
4: RvC,30,12,0,1,0,1,0.5,RedToy
1: R&C,12,30,0,0,1,1,0.75,YellowToy
1: R&C,12,30,1,1,0,0,0.75,YellowToy
1: R&C,12,30,1,1,1,1,0.75,YellowToy
1: R&C,12,30,1,0,1,0,0.75,YellowToy
1: R&C,12,30,0,1,0,1,0.75,YellowToy
2: Diff. R,30,12,0,0,1,1,0.75,YellowToy
2: Diff. R,30,12,1,1,0,0,0.75,RedToy
2: Diff. R,30,12,1,1,1,1,0.75,RedToy
2: Diff. R,30,12,1,0,1,0,0.75,Either
2: Diff. R,30,12,0,1,0,1,0.75,RedToy
3: Diff. C,12,12,0,0,1,1,0.75,YellowToy
3: Diff. C,12,12,1,1,0,0,0.75,RedToy
3: Diff. C,12,12,1,1,1,1,0.75,YellowToy
3: Diff. C,12,12,1,0,1,0,0.75,YellowToy
3: Diff. C,12,12,0,1,0,1,0.75,Either
4: RvC,30,12,0,0,1,1,0.75,YellowToy
4: RvC,30,12,1,1,0,0,0.75,RedToy
4: RvC,30,12,1,1,1,1,0.75,YellowToy
4: RvC,30,12,1,0,1,0,0.75,YellowToy
4: RvC,30,12,0,1,0,1,0.75,RedToy
1: R&C,12,30,0,0,1,1,0.99,YellowToy
1: R&C,12,30,1,1,0,0,0.99,YellowToy
1: R&C,12,30,1,1,1,1,0.99,YellowToy
1: R&C,12,30,1,0,1,0,0.99,YellowToy
1: R&C,12,30,0,1,0,1,0.99,YellowToy
2: Diff. R,30,12,0,0,1,1,0.99,YellowToy
2: Diff. R,30,12,1,1,0,0,0.99,RedToy
2: Diff. R,30,12,1,1,1,1,0.99,RedToy
2: Diff. R,30,12,1,0,1,0,0.99,Either
2: Diff. R,30,12,0,1,0,1,0.99,RedToy
3: Diff. C,12,12,0,0,1,1,0.99,YellowToy
3: Diff. C,12,12,1,1,0,0,0.99,RedToy
3: Diff. C,12,12,1,1,1,1,0.99,YellowToy
3: Diff. C,12,12,1,0,1,0,0.99,YellowToy
3: Diff. C,12,12,0,1,0,1,0.99,Either
4: RvC,30,12,0,0,1,1,0.99,YellowToy
4: RvC,30,12,1,1,0,0,0.99,RedToy
4: RvC,30,12,1,1,1,1,0.99,YellowToy
4: RvC,30,12,1,0,1,0,0.99,YellowToy
